year,sid,state,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,unemployrt,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,poverty,r20001,r20002,r20003,r20004,r20011,r20012,r20013,r20014,r20021,r20022,r20023,r20024,r20031,r20032,r20033,r20034,r20041,r20042,r20043,r20044,r20051,r20052,r20053,r20054,r20061,r20062,r20063,r20064,r20071,r20072,r20073,r20074,r20081,r20082,r20083,r20084,r20091,r20092,r20093,r20094,r20101,r20102,r20103,r20104,trend_1,trend_2,trend_3,trend_4,trend_5,trend_6,trend_7,trend_8,trend_9,trend_10,trend_11,trend_12,trend_13,trend_14,trend_15,trend_16,trend_17,trend_18,trend_19,trend_20,trend_21,trend_22,trend_23,trend_24,trend_25,trend_26,trend_27,trend_28,trend_29,trend_30,trend_31,trend_32,trend_33,trend_34,trend_35,trend_36,trend_37,trend_38,trend_39,trend_40,trend_41,trend_42,trend_43,trend_44,trend_45,trend_46,trend_47,trend_48,trend_49,trend_50,trend_51,l_homicide,l_larceny,l_motor,l_police,l_income,l_prisoner,l_lagprisoner,l_exp_subsidy,l_exp_pubwelfare,post,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lag0,lag1,lag2,lag3,lag4,lag5,popwt
2007,45,Utah,0.3274895,0,5,2.2898161,55.343693,150.31285,604.0458,2656.0703,343.58887,2.251006,2.7,0.023829613,1.7639347,0.029069023,2.7843,9.872794888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.82847154,7.884603,5.8394456,5.7162685,10.938254,5.531875,5.5300264,5.0268025,6.7600207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2008,45,Utah,0.31575245,0,4,1.5017834,53.388397,140.86728,553.9328,2639.6846,272.7614,1.5017834,3.4,0.023765722,1.6913835,0.030673925,2.6543646,9.820011263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.4066533,7.8784146,5.6085973,5.669214,11.056083,5.504383,5.531875,5.023518,6.730802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2009,45,Utah,0.31825152,0,0,1.4706903,49.17385,140.05496,575.3793,2622.9573,261.59433,1.4706903,6,0.025190284,1.6841289,0.032091215,2.629632,12.12154237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.38573185,7.872058,5.566795,5.687888,10.993009,5.5067916,5.504383,5.229074,6.8481274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2010,45,Utah,0.2768139,1,4,1.9478319,46.60096,132.67308,551.89795,2459.1929,218.63495,1.9478319,7.3,0.030724293,1.58616,0.036935303,2.546735,11.26795037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0.6667169,7.8075886,5.3874035,5.5482316,10.9470625,5.522132,5.5067916,5.460656,6.8928766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2000,46,Vermont,0.23076923,0,0,1.5304378,19.895693,72.270676,595.34033,2241.9214,137.56935,1.7004865,2.7,18.556728,55.125862,35.983994,131.03625,9.05270998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.42555386,7.7150884,4.924128,5.3528075,10.822375,5.6649466,5.5556655,5.4221096,7.3316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2001,46,Vermont,0.25233644,0,0,1.1817917,18.06453,71.41398,531.8062,2097.8489,127.97115,1.1817917,3.3,18.990885,56.14827,35.32257,128.26357,9.093717765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.16703165,7.648668,4.8518047,5.342374,10.824547,5.7077346,5.6649466,5.3029356,7.3699756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2002,46,Vermont,0.20779221,0,0,2.181845,12.923236,74.18273,585.57367,1793.141,129.06453,2.181845,4,19.510225,56.600586,34.874275,125.32904,9.565376469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.7801708,7.491724,4.8603125,5.417883,10.86117,5.745165,5.7077346,5.430916,7.351481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2003,46,Vermont,0.2580645,0,0,2.5068855,10.3617935,84.23135,504.21826,1693.3176,109.30021,2.5068855,4.5,19.92573,57.310246,34.59636,122.72926,9.371741049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.91904116,7.434445,4.6940985,5.397892,10.845154,5.783494,5.745165,5.4372044,7.500997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2004,46,Vermont,0.15384616,0,0,2.6638608,12.986321,76.4195,571.8976,1754.3187,97.73039,2.6638608,3.7,20.419825,58.15341,34.45271,120.4065,8.874818524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.9797765,7.4698358,4.5822124,5.4578233,10.908357,5.7919607,5.783494,5.470598,7.5763326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2005,46,Vermont,0.28947368,0,2,1.3282638,12.618506,90.48797,528.815,1808.7632,111.242096,1.3282638,3.5,20.905212,59.26879,34.498165,118.463196,10.41823706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.28387263,7.5003986,4.711709,5.5581536,10.944277,5.843592,5.7919607,5.2996125,7.6407247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2006,46,Vermont,0.42477876,0,0,2.2439206,18.111645,96.648865,549.6003,1719.6445,98.732506,2.2439206,3.6,20.709143,58.206337,33.649193,113.221344,9.888316867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.80822456,7.449873,4.5924144,5.5260854,10.936886,5.8721747,5.843592,5.3090725,7.5712957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2007,46,Vermont,0.34567901,0,0,2.0947843,13.052116,92.00937,510.16052,1727.3912,103.93352,2.0947843,3.9,20.999567,58.702137,34.0425,112.69133,9.766367113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.7394506,7.4543676,4.6437516,5.474974,10.816433,5.845396,5.8721747,5.325584,7.6197567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2008,46,Vermont,0.24731183,0,1,2.7386756,14.982166,98.43122,566.2615,1901.2853,94.403755,2.7386756,5,21.12695,58.67806,34.361034,112.02955,10.0694657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1.0074744,7.5502853,4.5475807,5.3436112,10.846362,5.831544,5.845396,5.3645787,7.623319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2009,46,Vermont,0.3243243,0,0,1.2894615,17.89128,94.45306,559.46515,1787.5161,72.37103,1.2894615,7,21.22776,58.58862,34.60093,111.50393,11.14368792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.2542247,7.488582,4.281806,5.432491,10.881475,5.880046,5.831544,5.5658565,7.708267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2010,46,Vermont,0.25675675,0,0,1.120043,11.840455,96.3237,538.5807,1675.9043,70.562706,1.120043,6.1,20.337421,59.14963,32.55197,116.45967,11.26123243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.11336711,7.424108,4.2565017,5.4912877,10.932071,5.8070993,5.880046,5.5999646,7.717691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608010.25
2000,47,Virginia,0.4805401,3,2,5.8564796,91.9365,169.86711,444.47903,2134.5918,260.1533,5.7688513,2.3,0.24762246,4.485041,0.54428744,10.432712,9.068605079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7675487,7.666031,5.561271,5.6975145,10.997322,6.0881243,6.0717216,5.014759,6.611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2001,47,Virginia,0.46953353,5,5,5.2326846,98.61598,171.71544,454.32355,2257.8171,270.8633,5.3045626,3.2,0.25670344,4.5529966,0.53984344,10.141087,8.916322469,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.6549245,7.7221537,5.6016145,5.713566,11.032855,6.120643,6.0881243,5.049337,6.6580224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2002,47,Virginia,0.46774888,5,2,5.493224,98.55241,170.85626,449.60907,2230.5322,261.60773,5.436593,4.2,0.26312262,4.5646286,0.53311175,9.815939,9.79899188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.7035154,7.7099953,5.5668464,5.720177,11.004613,6.2048416,6.120643,4.2902994,6.5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2003,47,Virginia,0.4915835,2,4,5.8165874,93.86238,161.55013,406.9514,2144.4053,251.35767,5.7746406,4.1,0.26047406,4.5492983,0.5196198,9.493775,10.12760138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1.7607137,7.6706176,5.526877,5.719969,11.081296,6.195044,6.2048416,5.0889645,6.765573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2004,47,Virginia,0.49007103,1,4,5.3990307,95.50747,159.24371,398.13007,2134.057,241.64124,5.385187,3.7,0.26070395,4.5055327,0.51006997,9.27811,9.76029827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1.6862195,7.66578,5.487454,5.723632,10.985835,6.199162,6.195044,5.142332,6.8000646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2005,47,Virginia,0.51807874,4,3,6.2460723,102.21465,159.80672,406.79932,2108.172,218.08066,6.2460723,3.5,0.26712188,4.4851165,0.50201786,9.065997,9.939955879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1.8319528,7.6535764,5.384865,5.718143,10.967854,6.1779675,6.199162,5.1400547,6.833684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2006,47,Virginia,0.5001934,4,2,5.2728786,101.466934,152.28545,419.16113,1867.9205,192.5582,5.2597947,3,0.2662869,4.3455195,0.49421135,8.706163,9.331307397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1.6625764,7.532581,5.2603984,5.7013087,11.03114,6.173845,6.1779675,5.113399,6.8479185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2007,47,Virginia,0.5396929,6,5,5.4343243,100.62012,145.3911,417.95847,1902.4194,184.12538,5.4343243,3,0.265745,4.3319683,0.5013459,8.697996,9.67879346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1.6927352,7.550882,5.215617,5.720923,11.038287,6.211612,6.173845,5.094476,6.868571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2008,47,Virginia,0.5618474,8,3,4.8059826,97.02889,135.13904,418.04254,1963.5815,173.3401,4.8059826,4.2,0.27711034,4.3216696,0.51853955,8.674487,9.960749411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1.5698615,7.5825253,5.155256,5.731612,11.047216,6.2089367,6.211612,5.1055713,6.874715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2009,47,Virginia,0.53721225,11,10,4.791672,82.13185,128.35207,413.8451,1947.4133,151.39095,4.791672,6.8,0.28362814,4.2927556,0.5347636,8.681902,10.43231245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1.5668795,7.5742574,5.0198655,5.713654,11.026793,6.201136,6.2089367,5.191592,6.9453554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2010,47,Virginia,0.5237759,6,4,4.6543765,71.35449,120.19392,386.33847,1829.1952,133.04706,4.7300577,7,0.2674816,4.293757,0.52223617,8.793152,10.401901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1.537808,7.5116315,4.8907027,5.687075,11.008132,6.156705,6.201136,5.297267,7.0037937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382067.5
2000,48,Washington,0.2512044,4,4,3.404114,100.9424,226.52989,928.76733,3311.1956,608.1901,3.3520103,5,0.37327152,0.23132344,0.7916128,0.58083564,9.85760209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2249846,8.105064,6.4104877,5.469829,10.89379,5.556993,5.535201,5.5686765,7.0167456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2001,48,Washington,0.23272666,6,11,3.0601895,101.447845,214.46971,906.49994,3335.9998,668.0616,3.0089014,6.2,0.37267637,0.21412778,0.76251715,0.59415543,10.02606974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.1184769,8.112528,6.50438,5.477904,10.865287,5.5574408,5.556993,5.3924317,7.0558414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2002,48,Washington,0.19820596,10,11,3.1027062,97.752106,206.54918,926.5625,3263.3386,682.8146,3.035256,7.3,0.3683283,0.19724105,0.7374829,0.59460664,10.50567871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.1322747,8.090506,6.526223,5.4459147,10.910715,5.6015506,5.5574408,5.3227854,7.140472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2003,48,Washington,0.21563484,5,13,3.0383873,95.45878,208.83069,972.80145,3216.233,678.09454,3.0049982,7.4,0.36519077,0.18971556,0.7096137,0.5898311,11.20565541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.1113269,8.075966,6.5192866,5.4598308,10.938805,5.5968714,5.6015506,5.2804737,7.1201134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2004,48,Washington,0.21275145,2,10,3.1337373,96.750015,204.79799,1000.0251,3248.729,713.0572,3.117244,6.2,0.36021486,0.19051474,0.6805818,0.5989232,11.79721816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.1422263,8.0860195,6.5695615,5.442586,10.961695,5.613203,5.5968714,5.3364305,7.1089363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2005,48,Washington,0.19177608,2,12,3.3353193,94.16989,210.54814,981.7716,3221.9348,801.8921,3.3353193,5.5,0.36263868,0.20114416,0.64789796,0.6048154,11.91032774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.2045684,8.077738,6.686974,5.4386044,10.943128,5.644749,5.613203,5.0619817,7.106905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2006,48,Washington,0.19672386,4,7,3.0801473,100.22205,199.66234,913.8187,2850.8875,718.62805,3.064512,5,0.3533101,0.19908383,0.60800856,0.6014574,11.52173662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.1249774,7.9553857,6.577344,5.418145,10.988288,5.6152096,5.644749,5.066867,7.0297227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2007,48,Washington,0.22965403,3,6,2.7309582,95.26964,200.94516,825.40857,2670.312,591.55066,2.7309582,4.5,0.36072192,0.20300123,0.59316725,0.62768096,11.34115162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1.0046525,7.8899508,6.382747,5.436905,11.019858,5.6309767,5.6152096,5.3770514,7.0496497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2008,48,Washington,0.24589652,1,3,2.9908185,99.13091,194.04678,817.53174,2578.3645,445.44598,2.9908185,5.6,0.35751903,0.2045224,0.57058,0.63444096,11.26835034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1.0955471,7.8549104,6.099076,5.447328,10.956876,5.6268644,5.6309767,5.366587,7.0857024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
2009,48,Washington,0.26776934,3,17,2.9385586,103.792984,199.94571,820.4301,2604.8157,367.27344,2.8921604,9,0.36063847,0.20591563,0.565688,0.6604797,12.42339062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.0779191,7.865117,5.9061065,5.437458,11.024986,5.6418834,5.6268644,5.4358797,7.1602607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189167.5
